Step,NodeId
732,2438
733,729
734,2440
735,732
736,2442
737,733
738,2444
739,737
740,2446
741,738
742,2448
743,742
744,2450
745,743
746,2452
747,749
748,2454
749,751
750,2456
751,753
752,2458
753,777
754,2460
755,778
756,2462
757,783
758,2464
759,784
760,2466
761,788
762,2468
763,789
764,2470
765,792
766,2472
767,793
768,2474
769,796
770,2476
771,798
772,2478
773,800
774,2480
775,802
776,2482
777,807
778,2484
779,808
780,2486
781,814
782,2488
783,815
784,2490
785,819
786,2492
787,820
788,2494
789,826
790,2496
791,828
792,2498
793,830
794,2500
795,856
796,2502
797,857
798,2504
799,864
800,2506
801,865
802,2508
803,869
804,2510
805,870
806,2512
807,873
808,2514
809,874
810,2516
811,877
812,2518
813,879
814,2520
815,881
816,2522
817,883
818,2524
819,887
820,2526
821,889
822,2528
823,896
824,2530
825,897
826,2532
827,901
828,2534
829,902
830,2536
831,906
832,2538
833,907
834,2540
835,913
836,2542
837,915
838,2544
839,917
840,2546
841,941
842,2548
843,942
844,2550
845,947
846,2552
847,948
848,2554
849,952
850,2556
851,953
852,2558
853,956
854,2560
855,957
856,2562
857,960
858,2564
859,962
860,2566
861,964
862,2568
863,966
864,2570
865,970
866,2572
867,972
868,2574
869,979
870,2576
871,980
872,2578
873,984
874,2580
875,985
876,2582
877,989
878,2584
879,990
880,2586
881,996
882,2588
883,998
884,2590
885,1000
886,2592
887,1024
888,2594
889,1025
890,2596
891,1030
892,2598
893,1031
894,2600
895,1035
896,2602
897,1036
898,2604
899,1039
900,2606
901,1040
902,2608
903,1043
904,2610
905,1045
906,2612
907,1047
908,2614
909,1049
910,2616
911,1053
912,2618
913,1055
914,2620
915,1062
916,2622
917,1063
918,2624
919,1067
920,2626
921,1068
922,2628
923,1072
924,2630
925,1073
926,2632
927,1079
928,2634
929,1081
930,2636
931,1083
932,2638
933,1107
934,2640
935,1108
936,2642
937,1113
938,2644
939,1114
940,2646
941,1118
942,2648
943,1119
944,2650
945,1122
946,2652
947,1123
948,2654
949,1126
950,2656
951,1128
952,2658
953,1130
954,2660
955,1132
956,2662
957,1136
958,2664
959,1138
960,0
961,1
962,3
963,7
964,209
965,509
966,809
967,1145
968,2
969,4
970,8
971,9
972,1147
973,1148
974,63
975,112
976,161
977,1146
978,10
979,12
980,16
981,216
982,516
983,816
984,1149
985,11
986,13
987,17
988,18
989,1151
990,1152
991,21
992,1144
993,22
994,25
995,1156
996,27
997,1153
998,1154
999,29
1000,1157
1001,31
1002,34
1003,1159
1004,1161
1005,70
1006,119
1007,168
1008,1150
1009,35
1010,36
1011,38
1012,1158
1013,42
1014,50
1015,1163
1016,37
1017,39
1018,43
1019,44
1020,1165
1021,1166
1022,54
1023,1162
1024,94
1025,143
1026,192
1027,1164
1028,45
1029,46
1030,47
1031,51
1032,52
1033,1169
1034,1170
1035,56
1036,1167
1037,100
1038,149
1039,198
1040,1168
1041,57
1042,58
1043,59
1044,62
1045,64
1046,1175
1047,1176
1048,288
1049,588
1050,898
1051,1174
1052,65
1053,66
1054,69
1055,71
1056,1178
1057,1179
1058,74
1059,1173
1060,75
1061,78
1062,1183
1063,80
1064,1180
1065,1181
1066,82
1067,1184
1068,84
1069,87
1070,1186
1071,1188
1072,293
1073,593
1074,903
1075,1177
1076,88
1077,89
1078,90
1079,1185
1080,93
1081,95
1082,1191
1083,1192
1084,99
1085,1190
1086,103
1087,1189
1088,96
1089,101
1090,1194
1091,1195
1092,105
1093,1193
1094,106
1095,107
1096,108
1097,111
1098,113
1099,1200
1100,1201
1101,361
1102,661
1103,981
1104,1199
1105,114
1106,115
1107,118
1108,120
1109,1203
1110,1204
1111,123
1112,1198
1113,124
1114,127
1115,1208
1116,129
1117,1205
1118,1206
1119,131
1120,1209
1121,133
1122,136
1123,1211
1124,1213
1125,366
1126,666
1127,986
1128,1202
1129,137
1130,138
1131,139
1132,1210
1133,142
1134,144
1135,1216
1136,1217
1137,148
1138,1215
1139,152
1140,1214
1141,145
1142,150
1143,1219
1144,1220
1145,154
1146,1218
1147,155
1148,156
1149,157
1150,160
1151,162
1152,1225
1153,1226
1154,434
1155,734
1156,1064
1157,1224
1158,163
1159,164
1160,167
1161,169
1162,1228
1163,1229
1164,172
1165,1223
1166,173
1167,176
1168,1233
1169,178
1170,1230
1171,1231
1172,180
1173,1234
1174,182
1175,185
1176,1236
1177,1238
1178,439
1179,739
1180,1069
1181,1227
1182,186
1183,187
1184,188
1185,1235
1186,191
1187,193
1188,1241
1189,1242
1190,197
1191,1240
1192,201
1193,1239
1194,194
1195,199
1196,1244
1197,1245
1198,203
1199,1243
1200,204
1201,205
1202,206
1203,210
1204,211
1205,1250
1206,1251
1207,289
1208,362
1209,435
1210,1249
1211,212
1212,213
1213,217
1214,218
1215,1253
1216,1254
1217,221
1218,1248
1219,222
1220,225
1221,1258
1222,227
1223,1255
1224,1256
1225,229
1226,1259
1227,231
1228,234
1229,1261
1230,1263
1231,236
1232,238
1233,1155
1234,240
1235,1265
1236,242
1237,1257
1238,244
1239,1267
1240,246
1241,1262
1242,248
1243,1160
1244,250
1245,1269
1246,1270
1247,278
1248,1171
1249,280
1250,1172
1251,1266
1252,294
1253,367
1254,440
1255,1252
1256,251
1257,252
1258,254
1259,1260
1260,258
1261,266
1262,1273
1263,253
1264,255
1265,259
1266,260
1267,1275
1268,1276
1269,271
1270,1272
1271,272
1272,1281
1273,282
1274,1282
1275,1285
1276,334
1277,407
1278,480
1279,1274
1280,261
1281,262
1282,263
1283,267
1284,268
1285,1279
1286,1280
1287,275
1288,1277
1289,276
1290,1283
1291,1268
1292,284
1293,1284
1294,1286
1295,340
1296,413
1297,486
1298,1278
1299,285
1300,290
1301,1290
1302,1291
1303,295
1304,1292
1305,1293
1306,298
1307,1289
1308,299
1309,302
1310,1297
1311,304
1312,1294
1313,1295
1314,306
1315,1298
1316,308
1317,311
1318,1300
1319,1302
1320,313
1321,315
1322,1182
1323,317
1324,1304
1325,319
1326,1296
1327,321
1328,1306
1329,323
1330,1301
1331,325
1332,1187
1333,327
1334,1308
1335,1309
1336,351
1337,1196
1338,353
1339,1197
1340,1305
1341,328
1342,329
1343,330
1344,1299
1345,333
1346,335
1347,1313
1348,1314
1349,339
1350,1312
1351,344
1352,1311
1353,345
1354,1318
1355,355
1356,1319
1357,1322
1358,336
1359,341
1360,1316
1361,1317
1362,348
1363,1315
1364,349
1365,1320
1366,1307
1367,357
1368,1321
1369,1323
1370,358
1371,363
1372,1327
1373,1328
1374,368
1375,1329
1376,1330
1377,371
1378,1326
1379,372
1380,375
1381,1334
1382,377
1383,1331
1384,1332
1385,379
1386,1335
1387,381
1388,384
1389,1337
1390,1339
1391,386
1392,388
1393,1207
1394,390
1395,1341
1396,392
1397,1333
1398,394
1399,1343
1400,396
1401,1338
1402,398
1403,1212
1404,400
1405,1345
1406,1346
1407,424
1408,1221
1409,426
1410,1222
1411,1342
1412,401
1413,402
1414,403
1415,1336
1416,406
1417,408
1418,1350
1419,1351
1420,412
1421,1349
1422,417
1423,1348
1424,418
1425,1355
1426,428
1427,1356
1428,1359
1429,409
1430,414
1431,1353
1432,1354
1433,421
1434,1352
1435,422
1436,1357
1437,1344
1438,430
1439,1358
1440,1360
1441,431
1442,436
1443,1364
1444,1365
1445,441
1446,1366
1447,1367
1448,444
1449,1363
1450,445
1451,448
1452,1371
1453,450
1454,1368
1455,1369
1456,452
1457,1372
1458,454
1459,457
1460,1374
1461,1376
1462,459
1463,461
1464,1232
1465,463
1466,1378
1467,465
1468,1370
1469,467
1470,1380
1471,469
1472,1375
1473,471
1474,1237
1475,473
1476,1382
1477,1383
1478,497
1479,1246
1480,499
1481,1247
1482,1379
1483,474
1484,475
1485,476
1486,1373
1487,479
1488,481
1489,1387
1490,1388
1491,485
1492,1386
1493,490
1494,1385
1495,491
1496,1392
1497,501
1498,1393
1499,1396
1500,482
1501,487
1502,1390
1503,1391
1504,494
1505,1389
1506,495
1507,1394
1508,1381
1509,503
1510,1395
1511,1397
1512,504
1513,505
1514,506
1515,510
1516,511
1517,1402
1518,1403
1519,589
1520,662
1521,735
1522,1401
1523,512
1524,513
1525,517
1526,518
1527,1405
1528,1406
1529,521
1530,1400
1531,522
1532,525
1533,1410
1534,527
1535,1407
1536,1408
1537,529
1538,1411
1539,531
1540,534
1541,1413
1542,1415
1543,536
1544,538
1545,1264
1546,540
1547,1417
1548,542
1549,1409
1550,544
1551,1419
1552,546
1553,1414
1554,548
1555,1271
1556,550
1557,1421
1558,1422
1559,578
1560,1287
1561,580
1562,1288
1563,1418
1564,594
1565,667
1566,740
1567,1404
1568,551
1569,552
1570,554
1571,1412
1572,558
1573,566
1574,1425
1575,553
1576,555
1577,559
1578,560
1579,1427
1580,1428
1581,571
1582,1424
1583,572
1584,1433
1585,582
1586,1434
1587,1437
1588,634
1589,707
1590,780
1591,1426
1592,561
1593,562
1594,563
1595,567
1596,568
1597,1431
1598,1432
1599,575
1600,1429
1601,576
1602,1435
1603,1420
1604,584
1605,1436
1606,1438
1607,640
1608,713
1609,786
1610,1430
1611,585
1612,590
1613,1442
1614,1443
1615,595
1616,1444
1617,1445
1618,598
1619,1441
1620,599
1621,602
1622,1449
1623,604
1624,1446
1625,1447
1626,606
1627,1450
1628,608
1629,611
1630,1452
1631,1454
1632,613
1633,615
1634,1303
1635,617
1636,1456
1637,619
1638,1448
1639,621
1640,1458
1641,623
1642,1453
1643,625
1644,1310
1645,627
1646,1460
1647,1461
1648,651
1649,1324
1650,653
1651,1325
1652,1457
1653,628
1654,629
1655,630
1656,1451
1657,633
1658,635
1659,1465
1660,1466
1661,639
1662,1464
1663,644
1664,1463
1665,645
1666,1470
1667,655
1668,1471
1669,1474
1670,636
1671,641
1672,1468
1673,1469
1674,648
1675,1467
1676,649
1677,1472
1678,1459
1679,657
1680,1473
1681,1475
1682,658
1683,663
1684,1479
1685,1480
1686,668
1687,1481
1688,1482
1689,671
1690,1478
1691,672
1692,675
1693,1486
1694,677
1695,1483
1696,1484
1697,679
1698,1487
1699,681
1700,684
1701,1489
1702,1491
1703,686
1704,688
1705,1340
1706,690
1707,1493
1708,692
1709,1485
1710,694
1711,1495
1712,696
1713,1490
1714,698
1715,1347
1716,700
1717,1497
1718,1498
1719,724
1720,1361
1721,726
1722,1362
1723,1494
1724,701
1725,702
1726,703
1727,1488
1728,706
1729,708
1730,1502
1731,1503
1732,712
1733,1501
1734,717
1735,1500
1736,718
1737,1507
1738,728
1739,1508
1740,1511
1741,709
1742,714
1743,1505
1744,1506
1745,721
1746,1504
1747,722
1748,1509
1749,1496
1750,730
1751,1510
1752,1512
1753,731
1754,736
1755,1516
1756,1517
1757,741
1758,1518
1759,1519
1760,744
1761,1515
1762,745
1763,748
1764,1523
1765,750
1766,1520
1767,1521
1768,752
1769,1524
1770,754
1771,757
1772,1526
1773,1528
1774,759
1775,761
1776,1377
1777,763
1778,1530
1779,765
1780,1522
1781,767
1782,1532
1783,769
1784,1527
1785,771
1786,1384
1787,773
1788,1534
1789,1535
1790,797
1791,1398
1792,799
1793,1399
1794,1531
1795,774
1796,775
1797,776
1798,1525
1799,779
1800,781
1801,1539
1802,1540
1803,785
1804,1538
1805,790
1806,1537
1807,791
1808,1544
1809,801
1810,1545
1811,1548
1812,782
1813,787
1814,1542
1815,1543
1816,794
1817,1541
1818,795
1819,1546
1820,1533
1821,803
1822,1547
1823,1549
1824,804
1825,805
1826,806
1827,810
1828,811
1829,1554
1830,1555
1831,899
1832,982
1833,1065
1834,1553
1835,812
1836,813
1837,817
1838,818
1839,1557
1840,1558
1841,821
1842,1552
1843,822
1844,825
1845,1562
1846,827
1847,1559
1848,1560
1849,829
1850,1563
1851,831
1852,834
1853,1565
1854,1567
1855,836
1856,838
1857,1416
1858,840
1859,1569
1860,842
1861,1561
1862,844
1863,1571
1864,846
1865,1566
1866,848
1867,1423
1868,850
1869,1573
1870,1574
1871,878
1872,1439
1873,880
1874,1440
1875,1570
1876,886
1877,893
1878,1575
1879,894
1880,1568
1881,904
1882,987
1883,1070
1884,1556
1885,851
1886,852
1887,854
1888,1564
1889,858
1890,866
1891,1577
1892,853
1893,855
1894,859
1895,860
1896,1579
1897,1580
1898,871
1899,1576
1900,872
1901,1585
1902,882
1903,1586
1904,1589
1905,888
1906,1591
1907,891
1908,1594
1909,944
1910,1027
1911,1110
1912,1578
1913,861
1914,862
1915,863
1916,867
1917,868
1918,1583
1919,1584
1920,875
1921,1581
1922,876
1923,1587
1924,1572
1925,884
1926,1588
1927,1590
1928,890
1929,1592
1930,1593
1931,892
1932,1595
1933,950
1934,1033
1935,1116
1936,1582
1937,895
1938,900
1939,1597
1940,1598
1941,905
1942,1599
1943,1600
1944,908
1945,1596
1946,909
1947,912
1948,1604
1949,914
1950,1601
1951,1602
1952,916
1953,1605
1954,918
1955,921
1956,1607
1957,1609
1958,923
1959,925
1960,1455
1961,927
1962,1611
1963,929
1964,1603
1965,931
1966,1613
1967,933
1968,1608
1969,935
1970,1462
1971,937
1972,1615
1973,1616
1974,961
1975,1476
1976,963
1977,1477
1978,1612
1979,969
1980,976
1981,1617
1982,977
1983,1610
1984,938
1985,939
1986,940
1987,1606
1988,943
1989,945
1990,1620
1991,1621
1992,949
1993,1619
1994,954
1995,1618
1996,955
1997,1625
1998,965
1999,1626
2000,1629
2001,971
2002,1631
2003,974
2004,1634
2005,946
2006,951
2007,1623
2008,1624
2009,958
2010,1622
2011,959
2012,1627
2013,1614
2014,967
2015,1628
2016,1630
2017,973
2018,1632
2019,1633
2020,975
2021,1635
2022,978
2023,983
2024,1637
2025,1638
2026,988
2027,1639
2028,1640
2029,991
2030,1636
2031,992
2032,995
2033,1644
2034,997
2035,1641
2036,1642
2037,999
2038,1645
2039,1001
2040,1004
2041,1647
2042,1649
2043,1006
2044,1008
2045,1492
2046,1010
2047,1651
2048,1012
2049,1643
2050,1014
2051,1653
2052,1016
2053,1648
2054,1018
2055,1499
2056,1020
2057,1655
2058,1656
2059,1044
2060,1513
2061,1046
2062,1514
2063,1652
2064,1052
2065,1059
2066,1657
2067,1060
2068,1650
2069,1021
2070,1022
2071,1023
2072,1646
2073,1026
2074,1028
2075,1660
2076,1661
2077,1032
2078,1659
2079,1037
2080,1658
2081,1038
2082,1665
2083,1048
2084,1666
2085,1669
2086,1054
2087,1671
2088,1057
2089,1674
2090,1029
2091,1034
2092,1663
2093,1664
2094,1041
2095,1662
2096,1042
2097,1667
2098,1654
2099,1050
2100,1668
2101,1670
2102,1056
2103,1672
2104,1673
2105,1058
2106,1675
2107,1061
2108,1066
2109,1677
2110,1678
2111,1071
2112,1679
2113,1680
2114,1074
2115,1676
2116,1075
2117,1078
2118,1684
2119,1080
2120,1681
2121,1682
2122,1082
2123,1685
2124,1084
2125,1087
2126,1687
2127,1689
2128,1089
2129,1091
2130,1529
2131,1093
2132,1691
2133,1095
2134,1683
2135,1097
2136,1693
2137,1099
2138,1688
2139,1101
2140,1536
2141,1103
2142,1695
2143,1696
2144,1127
2145,1550
2146,1129
2147,1551
2148,1692
2149,1135
2150,1142
2151,1697
2152,1143
2153,1690
2154,1104
2155,1105
2156,1106
2157,1686
2158,1109
2159,1111
2160,1700
2161,1701
2162,1115
2163,1699
2164,1120
2165,1698
2166,1121
2167,1705
2168,1131
2169,1706
2170,1709
2171,1137
2172,1711
2173,1140
2174,1714
2175,1112
2176,1117
2177,1703
2178,1704
2179,1124
2180,1702
2181,1125
2182,1707
2183,1694
2184,1133
2185,1708
2186,1710
2187,1139
2188,1712
2189,1713
2190,1141
2191,1715
