BufId,NewOffset
720,128
723,0
725,128
724,0
726,128
729,0
731,128
730,0
732,128
736,0
738,128
737,0
739,128
742,0
744,128
743,0
745,128
748,0
751,128
749,0
752,128
755,0
757,128
756,0
758,128
761,0
763,128
762,0
764,128
768,0
770,128
769,0
771,128
774,0
776,128
775,0
777,128
780,0
782,128
781,0
783,128
789,0
792,128
790,0
793,128
798,0
801,128
799,0
802,128
807,0
810,128
808,0
811,128
814,0
816,128
815,0
817,128
820,0
822,128
821,0
823,128
827,0
829,128
828,0
830,128
833,0
835,128
834,0
836,128
839,0
841,128
840,0
842,128
846,0
848,128
847,0
849,128
852,0
854,128
853,0
855,128
858,0
861,128
859,0
862,128
865,0
867,128
866,0
868,128
871,0
873,128
872,0
874,128
878,0
880,128
879,0
881,128
884,0
886,128
885,0
887,128
890,0
892,128
891,0
893,128
897,0
899,128
898,0
900,128
903,0
905,128
904,0
906,128
909,0
912,128
910,0
913,128
916,0
918,128
917,0
919,128
922,0
924,128
923,0
925,128
930,0
933,128
931,0
934,128
939,0
942,128
940,0
943,128
948,0
951,128
949,0
952,128
956,0
958,128
957,0
959,128
962,0
964,128
963,0
965,128
968,0
971,128
969,0
972,128
975,0
977,128
976,0
978,128
981,0
983,128
982,0
984,128
988,0
990,128
989,0
991,128
994,0
996,128
995,0
997,128
1000,0
1002,128
1001,0
1003,128
1007,0
1009,128
1008,0
1010,128
1013,0
1015,128
1014,0
1016,128
1019,0
1022,128
1020,0
1023,128
1026,0
1028,128
1027,0
1029,128
1032,0
1034,128
1033,0
1035,128
1039,0
1041,128
1040,0
1042,128
1045,0
1047,128
1046,0
1048,128
1051,0
1053,128
1052,0
1054,128
1058,0
1060,128
1059,0
1061,128
1064,0
1066,128
1065,0
1067,128
1070,0
1074,128
1071,0
1075,128
1080,0
1083,128
1081,0
1084,128
1089,0
1092,128
1090,0
1093,128
1098,0
1100,128
1099,0
1101,128
1104,0
1106,128
1105,0
1107,128
1110,0
1112,128
1111,0
1113,128
1117,0
1119,128
1118,0
1120,128
1123,0
1125,128
1124,0
1126,128
1129,0
1132,128
1130,0
1133,128
1136,0
1138,128
1137,0
1139,128
1142,0
1144,128
1143,0
1145,128
1149,0
1151,128
1150,0
1152,128
1155,0
1157,128
1156,0
1158,128
1161,0
1163,128
1162,0
1164,128
1168,0
1170,128
1169,0
1171,128
1174,0
1176,128
1175,0
1177,128
1180,0
1183,128
1181,0
1184,128
1187,0
1189,128
1188,0
1190,128
1193,0
1195,128
1194,0
1196,128
1200,0
1202,128
1201,0
1203,128
1206,0
1208,128
1207,0
1209,128
